FirmID,Date,Sales
0.0,2020-01-01,2607.344558517608
0.0,2020-01-02,2256.0551449147506
0.0,2020-01-03,2007.728115777088
0.0,2020-01-04,3504.671535882747
0.0,2020-01-05,2634.296793187534
0.0,2020-01-06,2575.740937322021
0.0,2020-01-07,1997.4498435253001
0.0,2020-01-08,2039.52018040379
0.0,2020-01-09,2586.436396264115
0.0,2020-01-10,3025.7497220529663
0.0,2020-01-11,2935.1067408709096
0.0,2020-01-12,2865.6184448835347
0.0,2020-01-13,2651.8704544510488
0.0,2020-01-14,1724.140847003583
0.0,2020-01-15,3021.509192561223
0.0,2020-01-16,2218.667860085578
0.0,2020-01-17,2960.417823982917
0.0,2020-01-18,2641.472883885138
0.0,2020-01-19,3703.1816639417343
0.0,2020-01-20,1886.6439103229332
0.0,2020-01-21,2797.806068307861
0.0,2020-01-22,3433.8488890341096
0.0,2020-01-23,2211.2714412497926
0.0,2020-01-24,2379.7911114018902
0.0,2020-01-25,2826.183649190023
0.0,2020-01-26,3413.451384430608
0.0,2020-01-27,2421.082949124291
0.0,2020-01-28,2221.5064764102394
0.0,2020-01-29,1954.7013271282128
0.0,2020-01-30,4104.458081880633
0.0,2020-01-31,3319.39933004855
0.0,2020-02-01,2653.14183560063
0.0,2020-02-02,4426.864822431947
0.0,2020-02-03,2628.6946729839046
0.0,2020-02-04,2426.337909193024
0.0,2020-02-05,2506.348701503789
0.0,2020-02-06,3303.346776526881
0.0,2020-02-07,2662.735497551476
0.0,2020-02-08,3431.8323478691964
0.0,2020-02-09,2494.2731870525945
0.0,2020-02-10,2863.5301430068284
0.0,2020-02-11,2887.9780017718435
0.0,2020-02-12,1734.8126700549767
0.0,2020-02-13,3159.440362566112
0.0,2020-02-14,2207.6505756108954
0.0,2020-02-15,3713.377639186914
0.0,2020-02-16,4543.244802712168
0.0,2020-02-17,2806.027601388844
0.0,2020-02-18,1908.795915542487
0.0,2020-02-19,2540.163236810511
0.0,2020-02-20,3167.408098569973
0.0,2020-02-21,2031.689660028169
0.0,2020-02-22,3324.639352489856
0.0,2020-02-23,4230.247676930923
0.0,2020-02-24,2746.9199075717347
0.0,2020-02-25,1743.2757482475931
0.0,2020-02-26,2105.7590218159835
0.0,2020-02-27,2473.964117458436
0.0,2020-02-28,2389.4707001628826
0.0,2020-02-29,3106.5063719643817
0.0,2020-03-01,3712.6543563648825
0.0,2020-03-02,3667.325336885946
0.0,2020-03-03,3362.214489458672
0.0,2020-03-04,2143.935401007136
0.0,2020-03-05,2436.493174754674
0.0,2020-03-06,2317.483263282719
0.0,2020-03-07,3325.958334633639
0.0,2020-03-08,3051.7561036868883
0.0,2020-03-09,2819.5681456303923
0.0,2020-03-10,2946.467364988336
0.0,2020-03-11,2146.025901060641
0.0,2020-03-12,3310.764707578486
0.0,2020-03-13,2115.54914857583
0.0,2020-03-14,3753.590158070325
0.0,2020-03-15,3690.129972962341
0.0,2020-03-16,2684.589644890048
0.0,2020-03-17,3019.8426630642134
0.0,2020-03-18,2052.6727792145903
0.0,2020-03-19,2707.5862273386974
0.0,2020-03-20,2879.351838475457
0.0,2020-03-21,4414.360506885483
0.0,2020-03-22,2982.5422880419205
0.0,2020-03-23,2345.611601711169
0.0,2020-03-24,2543.814416422659
0.0,2020-03-25,2434.6548753083616
0.0,2020-03-26,2548.725853497413
0.0,2020-03-27,2223.0713858595477
0.0,2020-03-28,3081.968272566546
0.0,2020-03-29,3015.250106354907
0.0,2020-03-30,2763.310566499723
0.0,2020-03-31,3063.059900408605
0.0,2020-04-01,2807.996890031668
0.0,2020-04-02,3652.862552906527
0.0,2020-04-03,2488.7029474956253
0.0,2020-04-04,3347.731185009504
0.0,2020-04-05,3099.1581487463704
0.0,2020-04-06,2098.977646750788
0.0,2020-04-07,3201.898673515821
0.0,2020-04-08,3190.8006291631277
0.0,2020-04-09,3008.527419060328
0.0,2020-04-10,2544.6318596341475
0.0,2020-04-11,2834.632506255645
0.0,2020-04-12,2733.2958384887597
0.0,2020-04-13,2408.5560707569875
0.0,2020-04-14,2343.6453342992486
0.0,2020-04-15,2928.431338535238
0.0,2020-04-16,2096.6757014117425
0.0,2020-04-17,2092.0600782323577
0.0,2020-04-18,3348.517824286394
0.0,2020-04-19,2674.0442767201744
0.0,2020-04-20,2594.6585254800543
0.0,2020-04-21,3149.322963827839
0.0,2020-04-22,2850.0550177124906
0.0,2020-04-23,3241.349913704701
0.0,2020-04-24,2207.4468510067263
0.0,2020-04-25,3921.552631055434
0.0,2020-04-26,3427.4959401243354
0.0,2020-04-27,2546.296697021822
0.0,2020-04-28,2392.6609677604
0.0,2020-04-29,2017.309026075882
0.0,2020-04-30,2098.7679508640917
0.0,2020-05-01,2900.347825739829
0.0,2020-05-02,3099.854174479637
0.0,2020-05-03,3140.5691490630734
0.0,2020-05-04,2093.088851119473
0.0,2020-05-05,1816.695653338944
0.0,2020-05-06,2376.9905594203533
0.0,2020-05-07,2552.937248605541
0.0,2020-05-08,2429.5817425996097
0.0,2020-05-09,2543.523398595943
0.0,2020-05-10,4496.730927787805
0.0,2020-05-11,2655.5484064281445
0.0,2020-05-12,2254.554772991694
0.0,2020-05-13,2437.158848010015
0.0,2020-05-14,2514.170968073104
0.0,2020-05-15,1737.570492133658
0.0,2020-05-16,2962.142205447947
0.0,2020-05-17,3803.1537948234704
0.0,2020-05-18,2625.273512168825
0.0,2020-05-19,2453.829782956261
0.0,2020-05-20,2792.8433083170767
0.0,2020-05-21,2402.716457364608
0.0,2020-05-22,3204.573478997472
0.0,2020-05-23,3680.2220525429902
0.0,2020-05-24,3000.1046943492825
0.0,2020-05-25,2042.660759942116
0.0,2020-05-26,2424.5502395930757
0.0,2020-05-27,2199.2796170729653
0.0,2020-05-28,2775.3916229102924
0.0,2020-05-29,2974.6686279363016
0.0,2020-05-30,2747.4174410408777
0.0,2020-05-31,3711.516893728265
0.0,2020-06-01,2776.33690620199
0.0,2020-06-02,3257.6820836962424
0.0,2020-06-03,3025.393473385567
0.0,2020-06-04,2312.837637593192
0.0,2020-06-05,2252.4787441276058
0.0,2020-06-06,3195.296611859543
0.0,2020-06-07,2739.715750182578
0.0,2020-06-08,1766.969957656628
0.0,2020-06-09,2957.2013914334866
0.0,2020-06-10,2900.268016678524
0.0,2020-06-11,1959.2241303034068
0.0,2020-06-12,2270.409467519994
0.0,2020-06-13,4541.22880303454
0.0,2020-06-14,3622.7118734042174
0.0,2020-06-15,2702.513552372131
0.0,2020-06-16,1885.9457002428624
0.0,2020-06-17,2496.327012908132
0.0,2020-06-18,2629.301875770233
0.0,2020-06-19,1771.8905548381083
0.0,2020-06-20,3039.752843235837
0.0,2020-06-21,3127.2859608058743
0.0,2020-06-22,2014.0517758784856
0.0,2020-06-23,2341.83370438765
0.0,2020-06-24,3265.5285953507646
0.0,2020-06-25,2945.7717193176027
0.0,2020-06-26,1965.1958437220471
0.0,2020-06-27,2754.0847187034383
0.0,2020-06-28,3033.5642635735394
0.0,2020-06-29,3393.026022066302
0.0,2020-06-30,3037.821711753943
0.0,2020-07-01,2692.716210508098
0.0,2020-07-02,3444.21413796823
0.0,2020-07-03,2885.2117821293928
0.0,2020-07-04,2985.7639523706616
0.0,2020-07-05,3962.3822306574
0.0,2020-07-06,3184.563245071103
0.0,2020-07-07,1775.1464948815294
0.0,2020-07-08,2144.915413306104
0.0,2020-07-09,2468.4651199547498
0.0,2020-07-10,2321.077861090717
0.0,2020-07-11,2683.841536855416
0.0,2020-07-12,3045.888710738001
0.0,2020-07-13,3080.7356425897574
0.0,2020-07-14,3110.470298716788
0.0,2020-07-15,2223.03832665938
0.0,2020-07-16,2858.4953882286627
0.0,2020-07-17,2674.5060099315883
0.0,2020-07-18,4384.916687728467
0.0,2020-07-19,2943.56435084762
0.0,2020-07-20,2129.305729311576
0.0,2020-07-21,2079.6920957984557
0.0,2020-07-22,2370.6681282478216
0.0,2020-07-23,2509.630915060161
0.0,2020-07-24,2660.118115361259
0.0,2020-07-25,3839.542599268804
0.0,2020-07-26,2290.396993682994
0.0,2020-07-27,2784.564254036723
0.0,2020-07-28,2768.213616929977
0.0,2020-07-29,2847.356635722708
0.0,2020-07-30,2919.8645749069738
0.0,2020-07-31,2207.055809469561
0.0,2020-08-01,3451.8405982487006
0.0,2020-08-02,2538.6038201053816
0.0,2020-08-03,2523.070534539783
0.0,2020-08-04,3048.271103033118
0.0,2020-08-05,2799.853133373368
0.0,2020-08-06,1967.371077268623
0.0,2020-08-07,3253.829112059463
0.0,2020-08-08,3533.1623710478484
0.0,2020-08-09,2691.8288931382936
0.0,2020-08-10,2195.051976984757
0.0,2020-08-11,2838.15076343673
0.0,2020-08-12,2120.9732569166126
